county_id,state,county
13119,GEORGIA,FRANKLIN
13121,GEORGIA,FULTON
13123,GEORGIA,GILMER
13125,GEORGIA,GLASCOCK
13127,GEORGIA,GLYNN
13129,GEORGIA,GORDON
13131,GEORGIA,GRADY
13133,GEORGIA,GREENE
13135,GEORGIA,GWINNETT
13137,GEORGIA,HABERSHAM
13139,GEORGIA,HALL
13141,GEORGIA,HANCOCK
13143,GEORGIA,HARALSON
13145,GEORGIA,HARRIS
13147,GEORGIA,HART
13149,GEORGIA,HEARD
13151,GEORGIA,HENRY
13153,GEORGIA,HOUSTON
13155,GEORGIA,IRWIN
13157,GEORGIA,JACKSON
13159,GEORGIA,JASPER
13161,GEORGIA,JEFF DAVIS
13163,GEORGIA,JEFFERSON
13165,GEORGIA,JENKINS
13167,GEORGIA,JOHNSON
13169,GEORGIA,JONES
13171,GEORGIA,LAMAR
13173,GEORGIA,LANIER
13175,GEORGIA,LAURENS
13177,GEORGIA,LEE
13179,GEORGIA,LIBERTY
13181,GEORGIA,LINCOLN
13183,GEORGIA,LONG
13185,GEORGIA,LOWNDES
13187,GEORGIA,LUMPKIN
13189,GEORGIA,MCDUFFIE
13191,GEORGIA,MCINTOSH
13193,GEORGIA,MACON
13195,GEORGIA,MADISON
13197,GEORGIA,MARION
13199,GEORGIA,MERIWETHER
13201,GEORGIA,MILLER
13205,GEORGIA,MITCHELL
13207,GEORGIA,MONROE
13209,GEORGIA,MONTGOMERY
13211,GEORGIA,MORGAN
13213,GEORGIA,MURRAY
13215,GEORGIA,MUSCOGEE
13217,GEORGIA,NEWTON
13219,GEORGIA,OCONEE
13221,GEORGIA,OGLETHORPE
13223,GEORGIA,PAULDING
13225,GEORGIA,PEACH
13227,GEORGIA,PICKENS
13229,GEORGIA,PIERCE
13231,GEORGIA,PIKE
13233,GEORGIA,POLK
13235,GEORGIA,PULASKI
13237,GEORGIA,PUTNAM
13239,GEORGIA,QUITMAN
13241,GEORGIA,RABUN
13243,GEORGIA,RANDOLPH
13245,GEORGIA,RICHMOND
13247,GEORGIA,ROCKDALE
13249,GEORGIA,SCHLEY
13251,GEORGIA,SCREVEN
13253,GEORGIA,SEMINOLE
13255,GEORGIA,SPALDING
13257,GEORGIA,STEPHENS
13259,GEORGIA,STEWART
13261,GEORGIA,SUMTER
13263,GEORGIA,TALBOT
13265,GEORGIA,TALIAFERRO
13267,GEORGIA,TATTNALL
13269,GEORGIA,TAYLOR
13271,GEORGIA,TELFAIR
13273,GEORGIA,TERRELL
13275,GEORGIA,THOMAS
13277,GEORGIA,TIFT
13279,GEORGIA,TOOMBS
13281,GEORGIA,TOWNS
13283,GEORGIA,TREUTLEN
13285,GEORGIA,TROUP
13287,GEORGIA,TURNER
13289,GEORGIA,TWIGGS
13291,GEORGIA,UNION
13293,GEORGIA,UPSON
13295,GEORGIA,WALKER
13297,GEORGIA,WALTON
13299,GEORGIA,WARE
13301,GEORGIA,WARREN
13303,GEORGIA,WASHINGTON
13305,GEORGIA,WAYNE
13307,GEORGIA,WEBSTER
13309,GEORGIA,WHEELER
13311,GEORGIA,WHITE
13313,GEORGIA,WHITFIELD
13315,GEORGIA,WILCOX
13317,GEORGIA,WILKES
13319,GEORGIA,WILKINSON
13321,GEORGIA,WORTH
15001,HAWAII,HAWAII
15003,HAWAII,HONOLULU
15005,HAWAII,KALAWAO
15007,HAWAII,KAUAI
15009,HAWAII,MAUI
16001,IDAHO,ADA
16003,IDAHO,ADAMS
16005,IDAHO,BANNOCK
16007,IDAHO,BEAR LAKE
16009,IDAHO,BENEWAH
16011,IDAHO,BINGHAM
16013,IDAHO,BLAINE
16015,IDAHO,BOISE
16017,IDAHO,BONNER
16019,IDAHO,BONNEVILLE
16021,IDAHO,BOUNDARY
16023,IDAHO,BUTTE
16025,IDAHO,CAMAS
16027,IDAHO,CANYON
16029,IDAHO,CARIBOU
16031,IDAHO,CASSIA
16033,IDAHO,CLARK
16035,IDAHO,CLEARWATER
16037,IDAHO,CUSTER
16039,IDAHO,ELMORE
16041,IDAHO,FRANKLIN
16043,IDAHO,FREMONT
16045,IDAHO,GEM
16047,IDAHO,GOODING
16049,IDAHO,IDAHO
16051,IDAHO,JEFFERSON
16053,IDAHO,JEROME
16055,IDAHO,KOOTENAI
16057,IDAHO,LATAH
16059,IDAHO,LEMHI
16061,IDAHO,LEWIS
16063,IDAHO,LINCOLN
16065,IDAHO,MADISON
16067,IDAHO,MINIDOKA
16069,IDAHO,NEZ PERCE
16071,IDAHO,ONEIDA
16073,IDAHO,OWYHEE
16075,IDAHO,PAYETTE
16077,IDAHO,POWER
16079,IDAHO,SHOSHONE
16081,IDAHO,TETON
16083,IDAHO,TWIN FALLS
16085,IDAHO,VALLEY
16087,IDAHO,WASHINGTON
17001,ILLINOIS,ADAMS
17003,ILLINOIS,ALEXANDER
17005,ILLINOIS,BOND
17007,ILLINOIS,BOONE
17009,ILLINOIS,BROWN
17011,ILLINOIS,BUREAU
17013,ILLINOIS,CALHOUN
17015,ILLINOIS,CARROLL
17017,ILLINOIS,CASS
17019,ILLINOIS,CHAMPAIGN
17021,ILLINOIS,CHRISTIAN
17023,ILLINOIS,CLARK
17025,ILLINOIS,CLAY
17027,ILLINOIS,CLINTON
17029,ILLINOIS,COLES
17031,ILLINOIS,COOK
17033,ILLINOIS,CRAWFORD
17035,ILLINOIS,CUMBERLAND
17037,ILLINOIS,DEKALB
17039,ILLINOIS,DE WITT
17041,ILLINOIS,DOUGLAS
17043,ILLINOIS,DUPAGE
17045,ILLINOIS,EDGAR
17047,ILLINOIS,EDWARDS
17049,ILLINOIS,EFFINGHAM
17051,ILLINOIS,FAYETTE
17053,ILLINOIS,FORD
17055,ILLINOIS,FRANKLIN
17057,ILLINOIS,FULTON
17059,ILLINOIS,GALLATIN
17061,ILLINOIS,GREENE
17063,ILLINOIS,GRUNDY
17065,ILLINOIS,HAMILTON
17067,ILLINOIS,HANCOCK
17069,ILLINOIS,HARDIN
17071,ILLINOIS,HENDERSON
17073,ILLINOIS,HENRY
17075,ILLINOIS,IROQUOIS
17077,ILLINOIS,JACKSON
17079,ILLINOIS,JASPER
17081,ILLINOIS,JEFFERSON
17083,ILLINOIS,JERSEY
17085,ILLINOIS,JO DAVIESS
17087,ILLINOIS,JOHNSON
17089,ILLINOIS,KANE
17091,ILLINOIS,KANKAKEE
17093,ILLINOIS,KENDALL
17095,ILLINOIS,KNOX
17097,ILLINOIS,LAKE
17099,ILLINOIS,LASALLE
17101,ILLINOIS,LAWRENCE
17103,ILLINOIS,LEE
17105,ILLINOIS,LIVINGSTON
17107,ILLINOIS,LOGAN
17109,ILLINOIS,MCDONOUGH
17111,ILLINOIS,MCHENRY
17113,ILLINOIS,MCLEAN
17115,ILLINOIS,MACON
17117,ILLINOIS,MACOUPIN
17119,ILLINOIS,MADISON
17121,ILLINOIS,MARION
17123,ILLINOIS,MARSHALL
17125,ILLINOIS,MASON
17127,ILLINOIS,MASSAC
17129,ILLINOIS,MENARD
17131,ILLINOIS,MERCER
17133,ILLINOIS,MONROE
17135,ILLINOIS,MONTGOMERY
17137,ILLINOIS,MORGAN
17139,ILLINOIS,MOULTRIE
17141,ILLINOIS,OGLE
17143,ILLINOIS,PEORIA
17145,ILLINOIS,PERRY
17147,ILLINOIS,PIATT
17149,ILLINOIS,PIKE
17151,ILLINOIS,POPE
17153,ILLINOIS,PULASKI
17155,ILLINOIS,PUTNAM
17157,ILLINOIS,RANDOLPH
17159,ILLINOIS,RICHLAND
17161,ILLINOIS,ROCK ISLAND
17163,ILLINOIS,ST CLAIR
17165,ILLINOIS,SALINE
17167,ILLINOIS,SANGAMON
17169,ILLINOIS,SCHUYLER
17171,ILLINOIS,SCOTT
17173,ILLINOIS,SHELBY
17175,ILLINOIS,STARK
17177,ILLINOIS,STEPHENSON
17179,ILLINOIS,TAZEWELL
17181,ILLINOIS,UNION
17183,ILLINOIS,VERMILION
17185,ILLINOIS,WABASH
17187,ILLINOIS,WARREN
17189,ILLINOIS,WASHINGTON
17191,ILLINOIS,WAYNE
17193,ILLINOIS,WHITE
17195,ILLINOIS,WHITESIDE
17197,ILLINOIS,WILL
17199,ILLINOIS,WILLIAMSON
17201,ILLINOIS,WINNEBAGO
17203,ILLINOIS,WOODFORD
18001,INDIANA,ADAMS
18003,INDIANA,ALLEN
18005,INDIANA,BARTHOLOMEW
18007,INDIANA,BENTON
18009,INDIANA,BLACKFORD
18011,INDIANA,BOONE
18013,INDIANA,BROWN
18015,INDIANA,CARROLL
18017,INDIANA,CASS
18019,INDIANA,CLARK
18021,INDIANA,CLAY
18023,INDIANA,CLINTON
18025,INDIANA,CRAWFORD
18027,INDIANA,DAVIESS
18029,INDIANA,DEARBORN
18031,INDIANA,DECATUR
18033,INDIANA,DEKALB
18035,INDIANA,DELAWARE
18037,INDIANA,DUBOIS
18039,INDIANA,ELKHART
18041,INDIANA,FAYETTE
18043,INDIANA,FLOYD
18045,INDIANA,FOUNTAIN
18047,INDIANA,FRANKLIN
18049,INDIANA,FULTON
18051,INDIANA,GIBSON
18053,INDIANA,GRANT
18055,INDIANA,GREENE
18057,INDIANA,HAMILTON
18059,INDIANA,HANCOCK
18061,INDIANA,HARRISON
18063,INDIANA,HENDRICKS
18065,INDIANA,HENRY
18067,INDIANA,HOWARD
18069,INDIANA,HUNTINGTON
18071,INDIANA,JACKSON
18073,INDIANA,JASPER
18075,INDIANA,JAY
18077,INDIANA,JEFFERSON
18079,INDIANA,JENNINGS
18081,INDIANA,JOHNSON
18083,INDIANA,KNOX
18085,INDIANA,KOSCIUSKO
18087,INDIANA,LAGRANGE
18089,INDIANA,LAKE
18091,INDIANA,LAPORTE
18093,INDIANA,LAWRENCE
18095,INDIANA,MADISON
18097,INDIANA,MARION
18099,INDIANA,MARSHALL
18101,INDIANA,MARTIN
18103,INDIANA,MIAMI
18105,INDIANA,MONROE
18107,INDIANA,MONTGOMERY
18109,INDIANA,MORGAN
18111,INDIANA,NEWTON
18113,INDIANA,NOBLE
18115,INDIANA,OHIO
18117,INDIANA,ORANGE
18119,INDIANA,OWEN
18121,INDIANA,PARKE
18123,INDIANA,PERRY
18125,INDIANA,PIKE
18127,INDIANA,PORTER
18129,INDIANA,POSEY
18131,INDIANA,PULASKI
18133,INDIANA,PUTNAM
18135,INDIANA,RANDOLPH
18137,INDIANA,RIPLEY
18139,INDIANA,RUSH
18141,INDIANA,ST JOSEPH
18143,INDIANA,SCOTT
18145,INDIANA,SHELBY
18147,INDIANA,SPENCER
18149,INDIANA,STARKE
18151,INDIANA,STEUBEN
18153,INDIANA,SULLIVAN
18155,INDIANA,SWITZERLAND
18157,INDIANA,TIPPECANOE
18159,INDIANA,TIPTON
18161,INDIANA,UNION
18163,INDIANA,VANDERBURGH
18165,INDIANA,VERMILLION
18167,INDIANA,VIGO
18169,INDIANA,WABASH
18171,INDIANA,WARREN
18173,INDIANA,WARRICK
18175,INDIANA,WASHINGTON
18177,INDIANA,WAYNE
18179,INDIANA,WELLS
18181,INDIANA,WHITE
18183,INDIANA,WHITLEY
19001,IOWA,ADAIR
19003,IOWA,ADAMS
19005,IOWA,ALLAMAKEE
19007,IOWA,APPANOOSE
19009,IOWA,AUDUBON
19011,IOWA,BENTON
19013,IOWA,BLACK HAWK
19015,IOWA,BOONE
19017,IOWA,BREMER
19019,IOWA,BUCHANAN
19021,IOWA,BUENA VISTA
19023,IOWA,BUTLER
19025,IOWA,CALHOUN
19027,IOWA,CARROLL
19029,IOWA,CASS
19031,IOWA,CEDAR
19033,IOWA,CERRO GORDO
19035,IOWA,CHEROKEE
19037,IOWA,CHICKASAW
19039,IOWA,CLARKE
19041,IOWA,CLAY
19043,IOWA,CLAYTON
19045,IOWA,CLINTON
19047,IOWA,CRAWFORD
19049,IOWA,DALLAS
19051,IOWA,DAVIS
19053,IOWA,DECATUR
19055,IOWA,DELAWARE
19057,IOWA,DES MOINES
19059,IOWA,DICKINSON
19061,IOWA,DUBUQUE
19063,IOWA,EMMET
19065,IOWA,FAYETTE
19067,IOWA,FLOYD
19069,IOWA,FRANKLIN
19071,IOWA,FREMONT
19073,IOWA,GREENE
19075,IOWA,GRUNDY
19077,IOWA,GUTHRIE
19079,IOWA,HAMILTON
19081,IOWA,HANCOCK
19083,IOWA,HARDIN
19085,IOWA,HARRISON
19087,IOWA,HENRY
19089,IOWA,HOWARD
19091,IOWA,HUMBOLDT
19093,IOWA,IDA
19095,IOWA,IOWA
19097,IOWA,JACKSON
19099,IOWA,JASPER
19101,IOWA,JEFFERSON
19103,IOWA,JOHNSON
